month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202107,Colorado,CO,582595.0,-0.0041,0.1204,11094,0.1583,-0.3957,27,0.2,-0.3793,12636,-0.0744,-0.041,560,-0.0604,-0.2432,0.015,-0.001,-0.0004,3780.0,0.655,-0.3979,0.1012,0.0393,-0.0301,13451.0,-0.0267,-0.172,265.0,-0.0104,0.159,2178.0,0.004,-0.0571,1198648.0,-0.0051,0.2544,24279,0.0439,-0.2956,1.2125,-0.2306,0.3276,0.0
202107,Texas,TX,349000.0,0.0266,0.1258,45796,0.1515,-0.3865,33,-0.0435,-0.3714,44364,-0.0287,0.1012,2936,-0.3634,-0.2822,0.0208,-0.0119,-0.0032,16548.0,0.5129,-0.2926,0.114,0.0365,-0.0228,53642.0,-0.0266,-0.0404,165.0,0.0176,0.1756,2097.0,0.0017,-0.0596,502978.0,-0.012,0.1158,99275,0.0402,-0.2375,1.1713,-0.2143,0.4225,0.0
202106,Colorado,CO,585000.0,0.0174,0.1315,9578,0.1799,-0.5007,23,-0.1346,-0.4767,13652,0.1704,-0.0262,596,-0.1813,-0.1946,0.0161,-0.0055,0.0009,2284.0,0.595,-0.6556,0.0619,0.0194,-0.0744,13821.0,0.0388,-0.1198,267.0,0.0057,0.1976,2169.0,0.0075,-0.0723,1204786.0,-0.0291,0.3189,23258,0.0922,-0.3292,1.443,-0.196,0.6244,0.0
202106,Texas,TX,339945.0,0.0301,0.0985,39770,0.098,-0.4971,35,-0.0417,-0.4052,45674,0.1032,0.0863,4612,-0.1621,0.0136,0.0327,-0.0075,0.0069,10938.0,0.3598,-0.561,0.0775,0.0191,-0.0634,55106.0,-0.0783,-0.0118,162.0,0.0213,0.1667,2094.0,0.0017,-0.0629,509112.0,0.0148,0.1458,95441,-0.0012,-0.2875,1.3856,-0.2649,0.6804,0.0
202105,Colorado,CO,575000.0,0.0353,0.1502,8117,0.0516,-0.5531,26,-0.1333,-0.5,11664,0.0792,-0.085,728,0.1411,0.5041,0.0216,0.0004,0.0097,1432.0,0.274,-0.7524,0.0424,0.0066,-0.096,13304.0,0.0582,0.324,266.0,0.0064,0.2441,2153.0,0.0152,-0.0992,1240843.0,-0.041,0.3983,21295,0.0515,-0.2425,1.639,0.0103,1.0858,0.0
202105,Texas,TX,330000.0,0.0343,0.1004,36222,0.0063,-0.5824,36,-0.0769,-0.4375,41400,0.0384,0.0285,5504,0.0077,0.4654,0.0402,-0.0005,0.0185,8044.0,0.0529,-0.6597,0.0584,0.0015,-0.0812,59785.0,0.0433,0.3374,158.0,0.0323,0.1576,2090.0,0.0111,-0.056,501677.0,0.0295,0.1684,95553,0.0229,-0.2708,1.6505,0.0586,1.1351,0.0
202104,Texas,TX,319045.0,0.0426,0.0856,35997,-0.0533,-0.595,39,-0.1875,-0.3276,39868,0.0998,0.2948,5462,-0.2571,1.1253,0.0407,-0.0173,0.0243,7640.0,-0.0255,-0.6045,0.0569,-0.0046,-0.0669,57303.0,0.0986,0.5534,153.0,0.0253,0.142,2067.0,0.0032,-0.0537,487310.0,0.0371,0.1869,93416,0.039,-0.2541,1.5919,0.2201,1.1769,0.0
202104,Colorado,CO,555400.0,0.0117,0.112,7719,-0.0123,-0.5284,30,-0.1176,-0.3478,10808,0.0561,0.5304,638,0.0159,0.4305,0.0211,-0.0009,0.0078,1124.0,0.1151,-0.5427,0.0358,0.0011,-0.0414,12573.0,0.0507,0.4624,264.0,0.0093,0.2354,2121.0,0.0216,-0.0937,1293896.0,-0.0013,0.3973,20252,0.0344,-0.1818,1.6288,0.0976,1.1035,0.0
202103,Texas,TX,306000.0,0.0212,0.057,38024,-0.0709,-0.5719,48,-0.0495,-0.0943,36250,0.1525,-0.1256,7352,0.1618,0.8252,0.0579,0.0065,0.0346,7840.0,-0.0061,-0.6818,0.0616,-0.0028,-0.0809,52161.0,0.0342,0.2464,150.0,0.0178,0.1282,2061.0,0.0017,-0.0565,469874.0,0.0214,0.1529,89908,-0.0213,-0.3102,1.3718,0.1394,0.9006,0.0
202103,Colorado,CO,549000.0,0.0359,0.0778,7815,-0.0151,-0.4912,34,-0.1807,-0.2444,10234,0.1486,-0.1127,628,-0.3247,-0.1054,0.0221,-0.0112,0.0032,1008.0,-0.0984,-0.6957,0.0347,-0.0051,-0.0551,11966.0,0.0483,0.1766,262.0,0.0133,0.2133,2076.0,0.0105,-0.1175,1295525.0,0.0233,0.2811,19579,0.0238,-0.2345,1.5312,0.0926,0.869,0.0
202102,Colorado,CO,529950.0,0.0191,0.0601,7935,-0.0718,-0.4456,42,-0.3712,-0.4236,8910,0.133,0.0898,930,0.1802,0.5,0.0333,0.0036,0.0137,1118.0,-0.1875,-0.6332,0.0399,-0.0128,-0.0561,11415.0,0.2211,0.2175,258.0,0.0156,0.2106,2055.0,0.0046,-0.1226,1265999.0,0.0079,0.2211,19124,0.0757,-0.1895,1.4386,0.3451,0.7834,0.0
202102,Texas,TX,299662.0,0.0022,0.0433,40924,-0.1406,-0.5202,51,-0.1721,-0.2231,31454,-0.011,-0.1488,6328,-0.1572,0.4487,0.0514,-0.0113,0.0243,7888.0,-0.2731,-0.6551,0.0644,-0.024,-0.0816,50435.0,0.1939,0.353,147.0,0.0144,0.1115,2057.0,-0.0087,-0.0543,460048.0,0.0207,0.1292,91864,0.0198,-0.2493,1.2324,0.3452,0.7953,0.0
202101,Texas,TX,299000.0,-0.003,0.053,47616,-0.12,-0.4464,61,0.0167,-0.1812,31804,0.1606,-0.0671,7508,0.6272,0.607,0.0628,0.0269,0.0316,10852.0,-0.0492,-0.5296,0.0884,-0.0002,-0.0649,42243.0,-0.1022,0.4803,145.0,0.0032,0.1077,2075.0,-0.0128,-0.0438,450723.0,-0.0044,0.1294,90076,-0.1075,-0.2122,0.8872,0.0176,0.5554,0.0
202101,Colorado,CO,520000.0,0.0186,0.079,8549,-0.151,-0.4373,66,0.0732,-0.1951,7864,0.2741,0.0237,788,0.3046,0.2049,0.0297,0.0073,0.0083,1376.0,-0.1953,-0.5601,0.0527,-0.0106,-0.0502,9348.0,-0.1372,0.268,254.0,0.0183,0.2065,2045.0,-0.0102,-0.0969,1256035.0,0.0618,0.2679,17778,-0.1446,-0.2183,1.0935,0.0175,0.6082,0.0
202012,Texas,TX,299900.0,-0.0148,0.0523,54108,-0.089,-0.4092,60,0.0714,-0.1549,27402,-0.1362,0.0875,4614,0.1705,0.1746,0.0359,0.0082,0.0098,11414.0,-0.2779,-0.4056,0.0886,-0.0224,-0.0413,47050.0,-0.0854,0.5156,145.0,-0.0003,0.1048,2102.0,-0.0155,-0.0394,452721.0,-0.0118,0.1308,100925,-0.0889,-0.1747,0.8695,0.0034,0.5306,0.0
202012,Colorado,CO,510500.0,0.0056,0.0788,10069,-0.1638,-0.4644,62,0.2178,-0.1961,6172,-0.2173,-0.0216,604,-0.0679,-0.0443,0.0224,0.0026,0.0038,1710.0,-0.4292,-0.4063,0.0633,-0.0264,-0.0211,10834.0,-0.1653,0.2674,250.0,0.0144,0.19,2066.0,-0.0148,-0.0834,1182965.0,0.0827,0.2621,20783,-0.1647,-0.2269,1.076,-0.0019,0.6213,0.0
202011,Texas,TX,304399.0,-0.0149,0.05,59392,-0.0581,-0.3953,56,0.037,-0.1385,31722,-0.0923,0.0568,3942,-0.2372,0.3001,0.0277,-0.0064,0.0089,15806.0,-0.1264,-0.4512,0.1109,-0.0083,-0.0663,51442.0,-0.0441,0.4932,145.0,0.0041,0.1029,2135.0,-0.0125,-0.0374,458114.0,-0.0018,0.1256,110772,-0.0514,-0.1651,0.8661,0.0127,0.5154,0.0
202011,Colorado,CO,507656.0,0.0053,0.0802,12042,-0.1578,-0.4262,51,0.1477,-0.2231,7886,-0.2682,0.1113,648,-0.3622,0.3065,0.0198,-0.0054,0.0072,2996.0,-0.2784,-0.5146,0.0897,-0.0132,-0.0624,12980.0,-0.1494,0.2146,246.0,0.0066,0.1971,2097.0,-0.0164,-0.0934,1092623.0,0.0178,0.2268,24879,-0.1527,-0.2122,1.0779,0.0106,0.5687,0.0
202010,Texas,TX,309000.0,-0.0032,0.0633,63053,-0.0404,-0.384,54,0.0,-0.122,34948,-0.0154,0.0158,5168,-0.0788,0.3781,0.034,-0.0008,0.0123,18092.0,-0.0492,-0.4873,0.1192,-0.001,-0.0835,53815.0,-0.0187,0.497,144.0,0.0083,0.0988,2162.0,-0.0141,-0.0311,458961.0,0.002,0.1219,116773,-0.0242,-0.1533,0.8535,0.0188,0.5023,0.0
202010,Colorado,CO,505000.0,-0.0019,0.0803,14298,-0.1016,-0.3937,44,0.0,-0.2348,10776,-0.0712,0.1408,1016,0.2182,1.2478,0.0252,0.0059,0.0152,4152.0,-0.1375,-0.5345,0.1029,-0.009,-0.094,15260.0,-0.0638,0.2337,244.0,0.0191,0.2005,2132.0,-0.0231,-0.0822,1073552.0,0.0113,0.2333,29362,-0.0811,-0.1808,1.0673,0.0431,0.5427,0.0
202009,Colorado,CO,505975.0,-0.027,0.0807,15916,-0.08,-0.3409,44,0.0,-0.1619,11602,-0.0668,0.1225,834,-0.1759,0.7375,0.0192,-0.0027,0.009,4814.0,-0.1342,-0.4935,0.1119,-0.0093,-0.09,16301.0,-0.0119,0.2842,240.0,0.0253,0.1817,2183.0,-0.0287,-0.0663,1061607.0,0.022,0.2184,31952,-0.0468,-0.13,1.0242,0.0707,0.4985,0.0
202009,Texas,TX,309995.0,0.0,0.0585,65706,-0.068,-0.3694,54,0.0385,-0.0769,35496,-0.0918,-0.0281,5610,-0.0827,0.5821,0.0349,-0.0022,0.015,19028.0,-0.1579,-0.4865,0.1202,-0.0168,-0.0872,54842.0,0.0083,0.4289,143.0,0.0122,0.0899,2193.0,-0.0099,-0.0225,458061.0,0.0089,0.1161,119674,-0.0407,-0.1583,0.8346,0.0632,0.4663,0.0
202008,Texas,TX,310000.0,0.0,0.0454,70500,-0.0556,-0.3344,52,-0.0095,-0.0714,39084,-0.0298,0.0092,6116,0.4954,0.978,0.0371,0.0131,0.0205,22596.0,-0.0341,-0.431,0.137,0.0002,-0.077,54388.0,-0.027,0.3143,141.0,0.0073,0.0756,2215.0,-0.0067,-0.0201,454017.0,0.0072,0.0996,124748,-0.0419,-0.1507,0.7715,0.0226,0.3807,0.0
202008,Colorado,CO,520000.0,0.0,0.1011,17300,-0.0576,-0.2991,44,0.0115,-0.0833,12432,-0.0565,0.1104,1012,0.3676,0.7448,0.0219,0.0064,0.01,5560.0,-0.1144,-0.4347,0.1212,-0.0101,-0.08,16496.0,0.0155,0.2589,234.0,0.0253,0.157,2247.0,-0.0273,-0.0474,1038743.0,0.0871,0.1897,33521,-0.0275,-0.1102,0.9535,0.0687,0.4227,0.0
202007,Colorado,CO,520000.0,0.0058,0.0856,18358,-0.0429,-0.2636,44,0.0116,0.0,13176,-0.0602,0.0652,740,0.0,0.1859,0.0155,0.0003,0.0033,6278.0,-0.0534,-0.3932,0.1313,-0.0049,-0.0728,16245.0,0.0345,0.2093,228.0,0.0226,0.1295,2310.0,-0.0121,-0.0304,955517.0,0.046,0.09,34468,-0.0059,-0.0986,0.8849,0.0663,0.346,0.0
202007,Texas,TX,310000.0,0.0017,0.0355,74650,-0.056,-0.3003,53,-0.0948,-0.0187,40286,-0.0418,-0.0454,4090,-0.1011,0.1876,0.0241,-0.0017,0.0064,23394.0,-0.0611,-0.4345,0.1368,-0.0042,-0.0772,55900.0,0.0025,0.2816,140.0,0.0099,0.0659,2230.0,-0.0018,-0.023,450767.0,0.0145,0.0798,130198,-0.028,-0.1317,0.7488,0.0437,0.34,0.0
202006,Colorado,CO,517000.0,0.0342,0.0773,19181,0.056,-0.1718,43,-0.1731,0.1026,14020,0.0998,-0.0347,740,0.5289,0.2171,0.0152,0.0034,0.0034,6632.0,0.1466,-0.2788,0.1362,-0.0022,-0.0404,15702.0,0.5627,0.1411,223.0,0.0448,0.1083,2338.0,-0.0217,-0.0208,913492.0,0.0294,0.0481,34671,0.2333,-0.0646,0.8186,0.2654,0.2245,0.0
202006,Texas,TX,309460.0,0.0319,0.0316,79078,-0.0882,-0.2393,58,-0.0938,0.0943,42044,0.0445,-0.0745,4550,0.2114,0.4792,0.0257,0.0041,0.0099,24916.0,0.0542,-0.3492,0.1409,0.0013,-0.0572,55763.0,0.2474,0.2619,139.0,0.0133,0.0517,2234.0,0.009,-0.0266,444312.0,0.0348,0.0505,133948,0.0223,-0.0935,0.7052,0.1897,0.2801,0.0
202005,Texas,TX,299900.0,0.0205,-0.0003,86730,-0.0243,-0.1284,64,0.1034,0.2427,40252,0.3072,-0.0967,3756,0.4615,-0.1397,0.0216,0.0053,-0.0015,23636.0,0.2236,-0.3055,0.1396,0.0159,-0.0406,44703.0,0.2118,-0.002,137.0,0.0183,0.0369,2214.0,0.0136,-0.034,429372.0,0.0458,0.0127,131032,0.0462,-0.0895,0.5154,0.1004,0.0653,0.0
202005,Colorado,CO,499900.0,0.0009,0.0491,18163,0.1097,-0.1237,52,0.1304,0.3506,12748,0.8052,-0.1142,484,0.0852,-0.2861,0.0118,-0.0015,-0.0019,5784.0,1.3531,-0.1749,0.1385,0.0612,-0.0072,10048.0,0.1688,-0.2858,214.0,-0.0006,0.0651,2390.0,0.0214,0.0038,887390.0,-0.0417,0.0112,28113,0.1358,-0.1898,0.5532,0.0279,-0.1256,0.0
202004,Colorado,CO,499450.0,-0.0195,0.0515,16367,0.0656,-0.1337,46,0.0222,0.0455,7062,-0.3877,-0.4834,446,-0.3647,-0.4561,0.0133,-0.0055,-0.0049,2458.0,-0.2579,-0.5453,0.0772,-0.0126,-0.0418,8597.0,-0.1547,-0.3482,214.0,-0.0088,0.073,2340.0,-0.0053,-0.0099,925986.0,-0.0843,0.0254,24752,-0.0323,-0.226,0.5253,-0.1369,-0.1729,0.0
202004,Texas,TX,293889.0,0.0152,-0.0177,88888,0.0007,-0.0794,58,0.0943,0.1154,30792,-0.2573,-0.3035,2570,-0.362,-0.4322,0.0163,-0.007,-0.0085,19316.0,-0.2159,-0.3519,0.1238,-0.0186,-0.0394,36890.0,-0.1185,-0.146,134.0,0.0129,0.0256,2184.0,0.0001,-0.0395,410567.0,0.0074,-0.0187,125246,-0.0391,-0.1012,0.415,-0.0562,-0.0323,0.0
202003,Texas,TX,289495.0,0.0079,-0.0091,88824,0.0415,-0.0528,53,-0.1846,-0.1017,41458,0.1219,0.0459,4028,-0.0778,-0.18,0.0233,-0.0039,-0.0052,24636.0,0.0773,-0.2137,0.1424,-0.0035,-0.0398,41851.0,0.1227,0.0727,133.0,0.0028,0.0256,2184.0,0.0041,-0.0273,407562.0,0.0004,0.0013,130341,0.0652,-0.015,0.4712,0.0341,0.0551,0.0
202003,Colorado,CO,509391.0,0.019,0.079,15360,0.0732,-0.1448,45,-0.375,-0.1346,11534,0.4107,0.0214,702,0.1323,-0.2023,0.0189,-0.0007,-0.0027,3312.0,0.0866,-0.3621,0.0898,-0.0061,-0.0375,10170.0,0.0847,-0.1273,216.0,0.011,0.08,2353.0,0.0047,0.0058,1011272.0,-0.0246,0.0855,25578,0.084,-0.1332,0.6621,0.007,0.0133,0.0
202002,Colorado,CO,499900.0,0.0372,0.081,14312,-0.058,-0.1751,72,-0.122,0.1077,8176,0.0643,-0.1241,620,-0.052,-0.3319,0.0196,-0.0019,-0.0058,3048.0,-0.0256,-0.3626,0.0959,-0.0069,-0.0369,9376.0,0.2718,-0.0502,213.0,0.0121,0.0781,2342.0,0.034,0.0084,1036765.0,0.0466,0.0989,23595,0.0375,-0.1316,0.6551,0.1698,0.0861,0.0
202002,Texas,TX,287220.0,0.0115,0.0078,85285,-0.0084,-0.0705,65,-0.1275,-0.0299,36952,0.084,0.027,4368,-0.0651,-0.1902,0.0272,-0.004,-0.006,22868.0,-0.0088,-0.2742,0.1459,-0.0074,-0.0501,37276.0,0.3062,0.1165,132.0,0.0109,0.0363,2175.0,0.0023,-0.0205,407413.0,0.0209,0.026,122363,0.0702,-0.0201,0.4371,0.1053,0.0732,0.0
202001,Texas,TX,283950.0,-0.0037,0.0082,86006,-0.061,-0.0547,75,0.0493,-0.0261,34090,0.3529,0.0029,4672,0.1894,-0.0189,0.0312,0.0051,-0.0002,23070.0,0.2013,-0.2071,0.1533,0.0234,-0.0397,28537.0,-0.0807,0.1091,131.0,0.0005,0.0357,2170.0,-0.0083,-0.0192,399090.0,-0.0032,0.0238,114340,-0.065,-0.0179,0.3318,-0.0071,0.049,0.0
202001,Colorado,CO,481950.0,0.0185,0.071,15193,-0.1919,-0.129,82,0.0719,0.0446,7682,0.2178,-0.1092,654,0.0348,-0.1162,0.0214,0.0029,-0.0003,3128.0,0.0861,-0.3445,0.1028,0.0184,-0.0372,7373.0,-0.1375,-0.0462,211.0,0.0044,0.0852,2265.0,0.0047,-0.0254,990645.0,0.0569,0.0633,22742,-0.1541,-0.0962,0.4853,0.0306,0.0421,0.0
201912,Colorado,CO,473212.0,0.0069,0.0518,18800,-0.1043,-0.0174,77,0.1769,0.0625,6308,-0.111,0.0692,632,0.2742,-0.0307,0.0185,0.0059,-0.0005,2880.0,-0.5334,-0.3543,0.0844,-0.0677,-0.048,8548.0,-0.2001,-0.0186,210.0,0.0205,0.0988,2254.0,-0.0255,-0.0465,937286.0,0.0524,0.054,26883,-0.1488,-0.0319,0.4547,-0.0545,-0.0006,0.0
201912,Texas,TX,285000.0,-0.0169,0.0004,91591,-0.0675,-0.0493,71,0.0923,-0.0139,25198,-0.1605,0.0298,3928,0.2955,-0.2889,0.0261,0.0073,-0.0091,19204.0,-0.3332,-0.2902,0.1299,-0.0473,-0.0504,31043.0,-0.0989,0.0407,131.0,-0.002,0.0366,2188.0,-0.0134,-0.0205,400355.0,-0.0163,0.0176,122290,-0.0783,-0.0285,0.3389,-0.0118,0.0293,0.0
201911,Texas,TX,289900.0,-0.0025,0.0172,98218,-0.0404,-0.0315,65,0.0569,-0.0076,30016,-0.1276,-0.0209,3032,-0.1915,-0.3521,0.0188,-0.003,-0.0097,28800.0,-0.1839,-0.2292,0.1772,-0.0255,-0.0501,34451.0,-0.0417,0.0632,131.0,0.0004,0.038,2218.0,-0.006,-0.0138,406989.0,-0.0052,0.0202,132676,-0.038,-0.0062,0.3508,-0.0005,0.0312,0.0
201911,Colorado,CO,469950.0,0.0053,0.0467,20988,-0.11,-0.0377,65,0.1304,0.0924,7096,-0.2488,-0.1114,496,0.0973,-0.3168,0.0126,0.0027,-0.0061,6172.0,-0.3081,-0.1803,0.1521,-0.0448,-0.038,10686.0,-0.1361,0.0839,206.0,0.0095,0.0895,2313.0,-0.0043,-0.0294,890656.0,0.0232,0.0478,31581,-0.1188,-0.0012,0.5091,-0.0154,0.0571,0.0
201910,Colorado,CO,467455.0,-0.0016,0.039,23581,-0.0234,0.0244,58,0.0952,0.0748,9446,-0.0861,0.0378,452,-0.0583,-0.4461,0.0099,-0.0003,-0.0091,8920.0,-0.0614,-0.0579,0.1969,-0.0051,-0.0244,12369.0,-0.0256,0.1563,204.0,0.0031,0.0829,2323.0,-0.0062,-0.0231,870489.0,-0.0009,0.0284,35841,-0.0241,0.064,0.5245,-0.0012,0.0598,0.0
201910,Texas,TX,290615.0,-0.0077,0.0065,102353,-0.0177,-0.0094,62,0.0513,-0.0465,34406,-0.0579,0.0911,3750,0.0575,-0.2018,0.0218,0.0019,-0.0064,35290.0,-0.0477,-0.1737,0.2027,-0.0047,-0.0511,35949.0,-0.0634,0.0695,131.0,0.0002,0.0381,2232.0,-0.0053,-0.0133,409103.0,-0.0032,0.0207,137920,-0.03,0.0098,0.3512,-0.0171,0.0259,0.0
201909,Colorado,CO,468182.0,-0.0087,0.0404,24147,-0.0217,0.0335,53,0.0938,0.05,10336,-0.0768,-0.013,480,-0.1724,-0.5219,0.0102,-0.0017,-0.0126,9504.0,-0.0338,-0.0226,0.2019,0.0007,-0.0112,12694.0,-0.0313,0.1128,203.0,0.0038,0.0771,2338.0,-0.009,-0.026,871285.0,-0.0021,0.0128,36726,-0.0252,0.0674,0.5257,-0.0052,0.0374,0.0
201909,Texas,TX,292864.0,-0.0124,0.01,104198,-0.0162,0.0063,59,0.0446,-0.025,36522,-0.057,0.1093,3546,0.1468,-0.3903,0.0198,0.0032,-0.0144,37058.0,-0.0668,-0.1802,0.2074,-0.0066,-0.0547,38382.0,-0.0725,0.0609,131.0,-0.0011,0.0382,2243.0,-0.0076,-0.0169,410419.0,-0.006,0.0211,142182,-0.032,0.0193,0.3684,-0.0224,0.019,0.0
201908,Colorado,CO,472273.0,-0.014,0.0431,24682,-0.0099,0.0779,48,0.1034,0.0323,11196,-0.0949,-0.0172,580,-0.0705,-0.462,0.0119,-0.0003,-0.0114,9836.0,-0.0493,0.0536,0.2013,-0.0029,-0.0007,13103.0,-0.0245,0.0766,202.0,0.0009,0.0651,2359.0,-0.0099,-0.0188,873094.0,-0.004,-0.0055,37674,-0.0148,0.0772,0.5309,-0.008,-0.0006,0.0
201908,Texas,TX,296545.0,-0.0095,0.0088,105914,-0.0073,0.0132,56,0.0467,0.0182,38728,-0.0824,0.0372,3092,-0.1022,-0.4941,0.0167,-0.001,-0.0172,39712.0,-0.0401,-0.1461,0.214,0.0,-0.0453,41382.0,-0.0512,0.0658,131.0,-0.0018,0.0395,2261.0,-0.0096,-0.0186,412886.0,-0.0109,0.022,146881,-0.0204,0.0267,0.3907,-0.0181,0.0193,0.0
201907,Colorado,CO,479000.0,-0.0019,0.0318,24928,0.0763,0.1287,44,0.1154,0.0296,12370,-0.1483,0.0146,624,0.0263,-0.4222,0.0122,0.0003,-0.0111,10346.0,0.1251,0.1986,0.2041,0.0275,0.0239,13433.0,-0.0238,0.0433,202.0,0.0035,0.0631,2383.0,-0.0023,-0.0252,876593.0,0.0057,-0.0247,38239,0.0317,0.0974,0.5389,-0.0553,-0.0441,0.0
201907,Texas,TX,299385.0,-0.002,0.003,106695,0.0263,0.0352,54,0.0094,0.0288,42204,-0.071,0.021,3444,0.1196,-0.4256,0.0177,0.0018,-0.0149,41370.0,0.0806,-0.0808,0.214,0.0158,-0.0262,43617.0,-0.013,0.0529,131.0,-0.0036,0.0377,2283.0,-0.0054,-0.0203,417442.0,-0.013,0.0143,149943,0.0147,0.0397,0.4088,-0.0163,0.0069,0.0
201906,Colorado,CO,479900.0,0.0071,0.0114,23161,0.1175,0.1364,39,0.013,0.0263,14524,0.0092,0.08,608,-0.1032,-0.3693,0.0118,-0.002,-0.0095,9196.0,0.3118,0.2723,0.1767,0.031,0.0254,13760.0,-0.0219,0.0187,201.0,0.0041,0.0592,2388.0,0.0029,-0.034,871588.0,-0.0068,-0.0241,37064,0.0681,0.0932,0.5941,-0.0847,-0.0686,0.0
201906,Texas,TX,299990.0,0.0,0.0003,103956,0.0447,0.0575,53,0.0291,0.06,45428,0.0194,0.0393,3076,-0.2955,-0.444,0.0159,-0.0073,-0.0138,38284.0,0.1249,-0.0664,0.1982,0.0179,-0.0244,44191.0,-0.0134,0.0027,132.0,-0.0009,0.0374,2295.0,0.0013,-0.0222,422948.0,-0.0024,0.0091,147764,0.0267,0.0402,0.4251,-0.025,-0.0233,0.0
201905,Texas,TX,299993.0,0.0027,0.0003,99504,0.0305,0.0718,52,-0.0096,0.0842,44562,0.008,0.0109,4366,-0.0354,-0.2396,0.0232,-0.0016,-0.0084,34034.0,0.142,-0.0526,0.1802,0.017,-0.0186,44791.0,0.0369,-0.0131,132.0,0.0072,0.0388,2292.0,0.0079,-0.0216,423981.0,0.0133,0.0079,143916,0.0327,0.0436,0.4501,0.0028,-0.0388,0.0
201905,Colorado,CO,476500.0,0.0032,0.0034,20727,0.097,0.158,39,-0.125,-0.0253,14392,0.0528,0.075,678,-0.1732,-0.334,0.0138,-0.0045,-0.0088,7010.0,0.2967,0.2704,0.1457,0.0267,0.0234,14069.0,0.0666,0.0138,201.0,0.0068,0.0645,2381.0,0.0074,-0.0388,877562.0,-0.0282,-0.0216,34700,0.085,0.0946,0.6788,-0.0194,-0.0966,0.0
201904,Colorado,CO,475000.0,0.0061,-0.0065,18894,0.052,0.1479,44,-0.1538,0.0233,13670,0.2106,0.075,820,-0.0682,-0.1009,0.0182,-0.0033,-0.0033,5406.0,0.0412,0.2678,0.119,-0.0082,0.0177,13191.0,0.1319,0.0285,199.0,-0.0023,0.0588,2364.0,0.0105,-0.0508,903007.0,-0.0307,-0.0479,31981,0.0838,0.095,0.6982,0.0493,-0.0811,0.0
201904,Texas,TX,299196.0,0.0241,0.0025,96559,0.0297,0.0925,52,-0.1186,0.04,44210,0.1153,0.0166,4526,-0.0786,-0.2578,0.0248,-0.0038,-0.01,29802.0,-0.0488,-0.1256,0.1632,-0.019,-0.0303,43195.0,0.1072,0.004,131.0,0.013,0.0379,2274.0,0.0128,-0.0209,418409.0,0.028,0.0045,139355,0.0532,0.0631,0.4473,0.0313,-0.0395,0.0
201903,Colorado,CO,472114.0,0.0209,-0.0057,17960,0.0352,0.1791,52,-0.2,0.0612,11292,0.2098,-0.0299,880,-0.0517,0.2791,0.0216,-0.0038,0.0001,5192.0,0.0857,0.5966,0.1273,-0.0055,0.0303,11653.0,0.1804,1.2813,200.0,0.0092,0.0613,2339.0,0.0073,-0.0519,931579.0,-0.0126,-0.0262,29507,0.086,0.4448,0.6488,0.0798,0.3135,0.0
201903,Texas,TX,292143.0,0.0251,0.0077,93772,0.022,0.1105,59,-0.1194,0.1132,39640,0.1017,0.0297,4912,-0.0894,-0.266,0.0286,-0.0046,-0.0129,31332.0,-0.0055,0.0851,0.1822,-0.0138,0.0001,39014.0,0.1686,0.0308,129.0,0.0132,0.0397,2245.0,0.0112,-0.0221,407031.0,0.0251,0.0074,132320,0.0596,0.0847,0.4161,0.0522,-0.0322,0.0
201902,Colorado,CO,462447.0,0.0277,-0.0001,17349,-0.0054,0.1951,65,-0.172,-0.0647,9334,0.0823,0.0157,928,0.2541,0.3647,0.0254,0.0037,0.0012,4782.0,0.0021,0.7857,0.1328,-0.0073,0.0382,9872.0,0.2771,1.1918,198.0,0.0189,0.0616,2322.0,-0.0006,-0.0528,943449.0,0.0126,-0.0269,27170,0.0798,0.431,0.569,0.1259,0.2588,0.0
201902,Texas,TX,285000.0,0.0119,0.0135,91750,0.0084,0.1169,67,-0.1242,-0.0219,35982,0.0586,0.0599,5394,0.1327,-0.0596,0.0332,0.0018,-0.0057,31506.0,0.0829,0.2523,0.196,0.003,0.0279,33385.0,0.2975,-0.0034,128.0,0.0103,0.0428,2221.0,0.0036,-0.0175,397080.0,0.0187,0.0069,124872,0.0725,0.0812,0.3639,0.0811,-0.0439,0.0
